acordao,ementa,relator,comarca,orgao_julgador,data_julgamento,data_publicacao,outros_numeros
1015580-25.2022.8.26.0053,"AGRAVO INTERNO - RECURSO INOMINADO –  AÇÃO DECLARATÓRIA, CUMULADA COM O RESSARCIMENTO DE VALORES E OBRIGAÇÃO DE NÃO FAZER –  POLICIAL CIVIL –  DELEGADO DE POLÍCIA - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR
											 	




AGRAVO INTERNO - RECURSO INOMINADO –  AÇÃO DECLARATÓRIA, CUMULADA COM O RESSARCIMENTO DE VALORES E OBRIGAÇÃO DE NÃO FAZER –  POLICIAL CIVIL –  DELEGADO DE POLÍCIA - GRATIFICAÇÃO DE ACÚMULO DE TITULARIDADE (GAT), INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007 - CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE –  QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO RECURSO EXTRAORDINÁRIO 612.975/MT (TEMA N° 377) - MANUTENÇÃO DO DECIDIDO –  AGRAVO INTERNO IMPROVIDO.",Sergio da Costa Leite,São Paulo,4ª Turma - Fazenda Pública,01/11/2022,01/11/2022,
0000097-79.2022.8.26.9006,Fazenda. Agravo de instrumento. Teto de vencimentos. GAT. Natureza indenizatória. Tutela de urgência deferida. Recurso improvido. Decisão mantida pelos próprios fundamentos.,GUSTAVO ALEXANDRE DA CAMARA LEAL BELLUZZO,Mogi das Cruzes,4ª Turma Recursal Cível e Criminal,26/10/2022,31/10/2022,
1001069-24.2022.8.26.0505,Recurso inominado. Servidor público. Gratificação por acúmulo de titularidade (GAT). Teto constitucional que deve incidir isoladamente sobre cada uma das remunerações percebidas pelo autor. Precedentes do STF.  Sentença mantida. Recurso não provido.,Alexandre Chiochetti Ferrari,Ribeirão Pires,2ª Turma Recursal - Fazenda Pública,31/10/2022,31/10/2022,
3000053-97.2022.8.26.9009,"Agravo de instrumento. Servidor público estadual. Tutela provisória de urgência. Delegado de polícia. Gratificação por acúmulo de atividade - GAT. Verba de natureza indenizatória. Não incidência do redutor salarial sobre parcela indenizatória. Plausibilidade do direito invocado e perigo da demora. Decisão mantida. Recurso não provido.""",Paula da Rocha e Silva,Sorocaba,2º Turma da Fazenda Pública,31/10/2022,31/10/2022,
1015786-66.2020.8.26.0196,Agravo interno. Não admissão de Recurso Extraordinário. Decisão correta. Provimento negado.,Marcelo Augusto de Moura,Franca,1ª Turma Recursal Cível,27/10/2022,31/10/2022,
1002764-24.2022.8.26.0663,"RECURSO INOMINADO. Delegado de Polícia. Teto remuneratório constitucional. Pretensão visando a declaração de inaplicabilidade do redutor salarial previsto na Emenda Constitucional 41/2003 sobre os vencimentos da Gratificação por Acúmulo de Titularidade (GAT). Acúmulo De Titularidade (GAT) que possui natureza indenizatória. Não submissão ao teto constitucional.
											 	




RECURSO INOMINADO. Delegado de Polícia. Teto remuneratório constitucional. Pretensão visando a declaração de inaplicabilidade do redutor salarial previsto na Emenda Constitucional 41/2003 sobre os vencimentos da Gratificação por Acúmulo de Titularidade (GAT). Acúmulo De Titularidade (GAT) que possui natureza indenizatória. Não submissão ao teto constitucional. Sentença de procedência mantida. Recurso improvido.",Augusto Bruno Mandelli,Votorantim,1º Turma da Fazenda Pública,31/10/2022,31/10/2022,
1004929-49.2021.8.26.0220,Recurso inominado – Delegado de Polícia - Gratificação por Acúmulo de Titularidade – GAT -  contraprestação por exercício diverso do cargo originalmente ocupado-  Tema 377 – Teto constitucional afastando - sentença mantida por seus próprios fundamentos.,João Carlos Germano,Taubaté,1º Turma Cível e Criminal,31/10/2022,31/10/2022,
0100038-91.2022.8.26.9041,"Agravo de instrumento – Gratificação por Acumulo de titularidade (GAT) – não incidência no teto constitucional - Tema 377 do STF– agravo improvido.""",Daniela Almeida Prado Ninno,Jaú,1ª Turma Cível e Criminal,31/10/2022,31/10/2022,
1003467-64.2022.8.26.0077,"Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. Verba de caráter indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Inteligência do art. 37, §11º, da CF. Recurso desprovido. Sentença de procedência mantida.",Marcelo Yukio Misaka,Birigüi,Turma da Fazenda,31/10/2022,31/10/2022,
1005735-32.2022.8.26.0032,"Gratificação por acúmulo de titularidade (GAT). Delegado de polícia. Verba de caráter indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Inteligência do art. 37, §11º, da CF. Recurso desprovido. Sentença de procedência mantida.",Marcelo Yukio Misaka,Araçatuba,Turma da Fazenda,31/10/2022,31/10/2022,
1035468-60.2022.8.26.0576,"Delegado de Polícia - Pretensão de afastamento da incidência do teto remuneratório constitucional no pagamento da gratificação de acúmulo de titularidade (GAT)  - Verba de caráter eventual, que não se incorpora aos vencimentos - Pagamento de natureza indenizatória que não pode ser limitado pelo teto constitucional - R. Sentença mantida – Recurso ao qual se nega
											 	




Delegado de Polícia - Pretensão de afastamento da incidência do teto remuneratório constitucional no pagamento da gratificação de acúmulo de titularidade (GAT)  - Verba de caráter eventual, que não se incorpora aos vencimentos - Pagamento de natureza indenizatória que não pode ser limitado pelo teto constitucional - R. Sentença mantida – Recurso ao qual se nega provimento.",Gislaine de Brito Faleiros Vendramini,São José do Rio Preto,3ª Turma Cível,30/10/2022,30/10/2022,
1017927-74.2022.8.26.0071,"DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE –  GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - NOS CASOS DE ACUMULAÇÃO LEGÍTIMA DE CARGOS, AS REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL (TEMAS 377 E 384 DO STF) - SENTENÇA DE PROCEDÊNCIA -
											 	




DELEGADO DE POLÍCIA - CUMULAÇÃO DE CARGOS OU FUNÇÕES - GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE –  GAT - NÃO INCIDÊNCIA DO TETO CONSTITUCIONAL - VERBA DE NATUREZA INDENIZATÓRIA - NOS CASOS DE ACUMULAÇÃO LEGÍTIMA DE CARGOS, AS REMUNERAÇÕES DEVEM SER ISOLADAMENTE CONSIDERADAS PARA FIM DE SUBMISSÃO AO TETO CONSTITUCIONAL (TEMAS 377 E 384 DO STF) - SENTENÇA DE PROCEDÊNCIA - RECURSO IMPROVIDO",Leonardo Labriola Ferreira Menino,Bauru,1ª Turma Cível,29/10/2022,29/10/2022,
1002834-19.2022.8.26.0541,Recurso Inominado.  Delegado de Polícia. Gratificação por Acúmulo de Titularidade (GAT). Designação para mais de uma acumulação em expressa afronta à lei de regência. Indenização devida. Sentença mantida por seus próprios fundamentos (art. 46 da Lei 9.099/95) Recurso não provido.,Mateus Lucatto de Campos,Santa Fé do Sul,4ª Turma Cível e Criminal,26/10/2022,28/10/2022,
1025980-28.2020.8.26.0196,"Servidor Público Estadual  - Delegado de Polícia - Gratificação de Acúmulo de Titularidade (GAT) – Teto remuneratório - Sentença de procedência –  TEMAS 377 E 384 STF -  Cumulação de cargos autorizada pela Constituição -  Teto constitucional que deve incidir individualmente sobre cada remuneração - Diferenças devidas - Sentença mantida por seus próprios fundamentos
											 	




Servidor Público Estadual  - Delegado de Polícia - Gratificação de Acúmulo de Titularidade (GAT) – Teto remuneratório - Sentença de procedência –  TEMAS 377 E 384 STF -  Cumulação de cargos autorizada pela Constituição -  Teto constitucional que deve incidir individualmente sobre cada remuneração - Diferenças devidas - Sentença mantida por seus próprios fundamentos - Não provimento do recurso.",Varner Hugo Albernaz,Franca,2ª Turma Recursal Cível,27/10/2022,27/10/2022,
1003480-92.2022.8.26.0132,ADMINISTRATIVO. Servidor público. Teto constitucional de remuneração inaplicável em caso de acumulação lícita de cargos públicos. Tema 377 do STF. Gratificação por Acúmulo de Titularidade (GAT) para Delegado de Polícia. Natureza indenizatória. Não inclusão no teto remuneratório. Recurso improvido.,Alceu Corrêa Junior,Catanduva,Turma Recursal,27/10/2022,27/10/2022,
1030729-61.2022.8.26.0053,"RECURSO INOMINADO. DELEGADO DE POLÍCIA. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007. CÔMPUTO PARA FINS DE INCIDÊNCIA DO REDUTOR SALARIAL –  EC 41/03. DESCABIMENTO. CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO
											 	




RECURSO INOMINADO. DELEGADO DE POLÍCIA. GRATIFICAÇÃO POR ACÚMULO DE TITULARIDADE INSTITUÍDA PELA LEI COMPLEMENTAR ESTADUAL Nº 1.020/2007. CÔMPUTO PARA FINS DE INCIDÊNCIA DO REDUTOR SALARIAL –  EC 41/03. DESCABIMENTO. CONSTITUIÇÃO FEDERAL QUE AUTORIZA A CUMULAÇÃO DE CARGOS NESSE CASO, DEVENDO O TETO CONSTITUCIONAL INCIDIR INDIVIDUALMENTE PARA CADA UMA DAS REMUNERAÇÕES, E NÃO CUMULATIVAMENTE. QUESTÃO JÁ PACIFICADA PELO EXCELSO SUPREMO TRIBUNAL FEDERAL NO JULGAMENTO DO RECURSO EXTRAORDINÁRIO 612.975/MT (TEMA N° 377). PRECEDENTES DO TJSP, COLÉGIO RECURSAL E DESTA TURMA. SENTENÇA DE PROCEDÊNCIA CONFIRMADA. NEGA-SE PROVIMENTO AO RECURSO.",Danilo Mansano Barioni,São Paulo,4ª Turma - Fazenda Pública,27/10/2022,27/10/2022,
1004330-92.2022.8.26.0053,"Agravo Interno – Insistência da Fazenda na subida do Recurso Extraordinário – Descabimento – Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral - Delegado de polícia – Teto remuneratório - Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor
											 	




Agravo Interno – Insistência da Fazenda na subida do Recurso Extraordinário – Descabimento – Aplicação do entendimento fixado em definitivo pelo STF no tema 377 de repercussão geral - Delegado de polícia – Teto remuneratório - Exclusão da GAT - gratificação por acúmulo de titularidade - do cômputo total das verbas que compõem seus vencimentos, para fins de incidência do redutor salarial – EC 41/03  - Constituição Federal que autoriza a cumulação de cargos nesse caso, devendo o teto constitucional incidir individualmente para cada uma das remunerações, e não cumulativamente – Decisão da presidência mantida. Recurso desprovido.",Carlos Eduardo Borges Fantacini,São Paulo,4ª Turma - Fazenda Pública,26/10/2022,26/10/2022,
1010150-06.2022.8.26.0405,"RECURSO INOMINADO. FUNCIONÁRIO PÚBLICO ESTADUAL. DELEGADO DE POLÍCIA. REDUTOR INSTITUÍDO PELA EC Nº 41/03 QUE DEVE INCIDIR SOBRE CADA UMA DAS REMUNERAÇÕES INDIVIDULAMENTE, DESACABENDO A CUMULAÇÃO DA GRATIFICAÇÃO POR ACÚMULO DE FUNÇÃO (GAT) PARA EFEITO DE CORTE COMO REMUNERAÇÃO UNIFICADA. AUSÊNCIA DE QUESTÃO CONSTITUCIONAL, CONSIDERANDO O ENTENDIMENTO DA SUPREMA CORTE NO SENTIDO DE
											 	




RECURSO INOMINADO. FUNCIONÁRIO PÚBLICO ESTADUAL. DELEGADO DE POLÍCIA. REDUTOR INSTITUÍDO PELA EC Nº 41/03 QUE DEVE INCIDIR SOBRE CADA UMA DAS REMUNERAÇÕES INDIVIDULAMENTE, DESACABENDO A CUMULAÇÃO DA GRATIFICAÇÃO POR ACÚMULO DE FUNÇÃO (GAT) PARA EFEITO DE CORTE COMO REMUNERAÇÃO UNIFICADA. AUSÊNCIA DE QUESTÃO CONSTITUCIONAL, CONSIDERANDO O ENTENDIMENTO DA SUPREMA CORTE NO SENTIDO DE AUSÊNCIA DE VULNERAÇÃO DIRETA À CONSTITUIÇÃO. SENTENÇA DE PROCEDÊNCIA MANTIDA. RECURSO IMPROVIDO.",Denise Indig Pinheiro,Osasco,Turma da Fazenda Pública,26/10/2022,26/10/2022,
1011387-44.2022.8.26.0577,"DELEGADO DE POLÍCIA –  GAT –  Teto remuneratório –  Necessidade de incidência individualizada sobre cada vínculo, haja vista a cumulação de atividades –  Recurso improvido.",João José Custodio da Silveira,São José dos Campos,Turma Recursal da Fazenda Pública,26/10/2022,26/10/2022,
1010325-81.2021.8.26.0066,"Gratificação por acúmulo de titularidade (GAT) e honorários pelo exercício do cargo de professor de Direito na Academia da Polícia. Delegado de polícia. GAT que tem natureza de verba indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Cumulação de cargos permitida constitucionalmente. Impossibilidade de somar-se as remunerações para
											 	




Gratificação por acúmulo de titularidade (GAT) e honorários pelo exercício do cargo de professor de Direito na Academia da Polícia. Delegado de polícia. GAT que tem natureza de verba indenizatória. Exclusão do regime de teto remuneratório constitucional. Possibilidade. Cumulação de cargos permitida constitucionalmente. Impossibilidade de somar-se as remunerações para efeitos do teto remuneratório. Temas 377 julgado pelo STF. Precedente vinculante. Recurso desprovido. Sentença de procedência mantida.",Maria Heloisa Nogueira Ribeiro Machado Soares,Barretos,Primeira Turma Cível,26/10/2022,26/10/2022,
3000028-34.2022.8.26.9058,"Agravo contra concessão de tutela antecipatória. Posterior sentenciamento do feito. Perda do objeto recursal. Recurso não conhecido, por prejudicado.",Evandro Pelarin,Jales,2ª Turma Cível e Criminal,25/10/2022,26/10/2022,
1007856-67.2022.8.26.0053,"Agravo Interno contra despacho denegatório de Recurso Extraordinário - Decisão do Presidente do Colégio Recursal aplicando tese fixada em repercussão geral – Tema 377 STF - Delegado de Polícia - Gratificação por Acúmulo de Titularidade (GAT) - Reconhecimento da natureza indenizatória Observância do teto remuneratório afastada -  Ausência de condições de admissibilidade -
											 	




Agravo Interno contra despacho denegatório de Recurso Extraordinário - Decisão do Presidente do Colégio Recursal aplicando tese fixada em repercussão geral – Tema 377 STF - Delegado de Polícia - Gratificação por Acúmulo de Titularidade (GAT) - Reconhecimento da natureza indenizatória Observância do teto remuneratório afastada -  Ausência de condições de admissibilidade - Inteligência do art. 1.030, I, ""a"", do Código de Processo Civil - Decisão mantida - Recurso desprovido.",Paula Fernanda de Souza Vasconcelos Navarro,São Paulo,5ª Turma - Fazenda Pública,25/10/2022,25/10/2022,
